County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	Early Voting	Absentee by Mail	Provisional	Total Votes	Real Precinct
MECKLENBURG	11/04/2025	216	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Susan Chambers	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	216	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Write-In (Miscellaneous)		6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	216	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	216	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	23	C	TOWN OF MATTHEWS MAYOR	John Higdon	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	23	C	TOWN OF MATTHEWS MAYOR	Leon Threatt	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	23	C	TOWN OF MATTHEWS MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Brian Hacker	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	George Young	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Gina Hoover	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Jennefer Cross Garrity	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Jim Dedmon	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	John Urban	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Jonathan Clayton	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Kerry Lamson	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Mark Tofano	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Susan Chambers	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Write-In (Miscellaneous)		6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	217	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	23	C	TOWN OF MATTHEWS MAYOR	John Higdon	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	23	C	TOWN OF MATTHEWS MAYOR	Leon Threatt	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	23	C	TOWN OF MATTHEWS MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Brian Hacker	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	George Young	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Gina Hoover	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Jennefer Cross Garrity	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Jim Dedmon	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	John Urban	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Jonathan Clayton	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Kerry Lamson	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Mark Tofano	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Susan Chambers	 	6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	24	C	TOWN OF MATTHEWS BOARD OF COMMISSIONERS	Write-In (Miscellaneous)		6	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	218	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Jillian King	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Robert L. Edwards	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Stephanie Sneed	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	25	C	TOWN OF MINT HILL MAYOR	Dale Dalton	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	25	C	TOWN OF MINT HILL MAYOR	Tim Radzicki	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	25	C	TOWN OF MINT HILL MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Matt Schwoebel	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Patrick Holton	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Patrick J. O'Brien	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Trey Long	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Twanna Henderson	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	219	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Jillian King	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Robert L. Edwards	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Stephanie Sneed	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	25	C	TOWN OF MINT HILL MAYOR	Dale Dalton	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	25	C	TOWN OF MINT HILL MAYOR	Tim Radzicki	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	25	C	TOWN OF MINT HILL MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Matt Schwoebel	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Patrick Holton	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Patrick J. O'Brien	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Trey Long	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Twanna Henderson	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	220	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Jillian King	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Robert L. Edwards	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Stephanie Sneed	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	25	C	TOWN OF MINT HILL MAYOR	Dale Dalton	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	25	C	TOWN OF MINT HILL MAYOR	Tim Radzicki	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	25	C	TOWN OF MINT HILL MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Matt Schwoebel	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Patrick Holton	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Patrick J. O'Brien	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Trey Long	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Twanna Henderson	 	2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	26	C	TOWN OF MINT HILL BOARD OF COMMISSIONERS	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600029	C	TOWN OF STALLINGS MAYOR	David Scholl	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600029	C	TOWN OF STALLINGS MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600030	C	TOWN OF STALLINGS COUNCIL DISTRICT 01	Graham Hall	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600030	C	TOWN OF STALLINGS COUNCIL DISTRICT 01	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600031	C	TOWN OF STALLINGS COUNCIL DISTRICT 02	Glen Watson	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600031	C	TOWN OF STALLINGS COUNCIL DISTRICT 02	Mike Couzens	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600031	C	TOWN OF STALLINGS COUNCIL DISTRICT 02	Rocky Crenshaw	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600031	C	TOWN OF STALLINGS COUNCIL DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600032	C	TOWN OF STALLINGS COUNCIL DISTRICT 03	Jon Van De Riet	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600032	C	TOWN OF STALLINGS COUNCIL DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600033	C	TOWN OF STALLINGS COUNCIL DISTRICT 06	Brad Richardson	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	221	600033	C	TOWN OF STALLINGS COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	4	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 02	Malcolm Graham	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	4	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Juan Hall	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Shamaiye Haynes	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	222	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	4	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 02	Malcolm Graham	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	4	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	10	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 01	Bill Fountain	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	10	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 01	Charlitta Hatch	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	10	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 01	Melissa Easley	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	10	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 01	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	223.1	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	James H. Bowers	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Joi Mayo	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Robin Emmons	UNA	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Juan Hall	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Shamaiye Haynes	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	224	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	James H. Bowers	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Joi Mayo	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Robin Emmons	UNA	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Anna London	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Justin Shealy	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Toni Emehel	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	27	C	TOWN OF PINEVILLE MAYOR	Amelia Stinson-Wesley	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	225	27	C	TOWN OF PINEVILLE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
